"player","war","all_stars"
"olsongr01",12.7,1
"ontivst02",8.7,1
"oroscje01",22.9,2
"ortegph01",1.5,0
"orthal01",43.8,0
"ortizra01",NA,NA
"ortizru01",9.3,1
"osteecl01",36.8,3
"osterfr01",34.3,0
"osunaan01",6.2,0
"oswalro01",49.9,3
"otoolji01",NA,NA
"ottavad01",13.8,0
"overmst01",8.1,0
"owchibo01",2.1,0
"owensji01",5.3,0
"padilvi01",12,1
"paintla01",1.8,0
"palldo01",4,0
"palmeda01",11,0
"palmeji01",67.6,6
"papeljo01",23.3,6
"pappami01",46.2,3
"parkch01",18.1,1
"parkebl01",5.2,0
"parmero01",2.4,0
"parneme01",27.4,2
"parreje01",5.5,0
"pascuca02",37.5,7
"passecl01",43.4,5
"pattebo01",4.7,0
"pattima01",21.2,1
"pavanca01",16.6,1
"peacobr01",4.7,0
"pearsmo01",18.8,2
"peavyja01",37.2,3
"pelfrmi01",6.5,0
"peltyba01",21.7,0
"penaal01",15.7,0
"penaor01",13.3,0
"pennohe01",44.7,0
"pennybr01",18.8,2
"peraljo01",4.1,0
"peralwi01",4.7,0
"percitr01",17.1,4
"perezma02",12.9,1
"perezod01",9,1
"perezol01",10.2,0
"perezpa01",19.1,1
"perkigl01",9,3
"perraro01",18.9,0
"perripo01",9.1,0
"perryga01",93,5
"perryji01",38.4,3
"persoro01",4.7,0
"peterfr01",19.5,1
"peterga01",22.3,2
"petityu01",9.6,0
"petryda01",17.1,1
"pettian01",60.7,3
"pfeffje01",38.4,0
"phelpda01",7.4,0
"phillde01",36,0
"pichahi01",6.3,0
"piercbi02",53.3,7
"pineijo01",13.3,0
"pipgrge01",12.5,0
"pizarju01",16.2,2
"planked01",87.5,0
"plesada01",17.1,3
"plunker01",13.5,0
"podbibu01",2.6,0
"podrejo01",28.2,4
"politcl01",3.8,0
"polleho01",33.8,3
"pomerdr01",12.5,1
"ponsosi01",11.2,0
"pooleji02",0.8,0
"porceri01",18.8,0
"portebo01",17.2,1
"portuma01",15.9,0
"pottene01",23.1,0
"powelja01",54.6,0
"powelja04",2.9,0
"powerte01",7.6,0
"pressry01",9.7,2
"priceda01",40.3,5
"pricejo02",8.8,0
"priddbo01",1.2,0
"purcebl01",-3.2,0
"purkebo01",24.9,5
"putzjj01",13.1,1
"quallch01",5.9,0
"quantpa01",18.1,1
"quinnja01",59.8,0
"quintjo01",27.4,1
"quiseda01",24.6,3
"radatdi01",16.1,2
"radboch01",73.2,0
"radinsc01",6.5,0
"radkebr01",45.6,1
"raffeke01",34,1
"raganpa01",12.5,0
"ramirer02",5.1,0
"ramirne01",0.4,0
"ramirno01",1.6,0
"ramirra02",6.5,0
"ramosaj01",6.4,1
"ramospe01",22.4,1
"rapppa01",10.6,0
"raschvi01",16.2,4
"rasmude01",10,0
"rasmuer01",5.8,0
"rauchjo01",6.2,0
"rawlesh01",20.9,1
"raymocl01",3.4,1
"rayro02",17.9,1
"reardje01",19,4
"redmama01",11.1,1
"reedad01",6.1,0
"reedho01",4.6,0
"reedje01",5,0
"reedri01",20.1,2
"reedro01",24.8,1
"reedst01",17.8,0
"reganph01",11.8,1
"remlimi01",11.4,1
"renkost01",20.9,0
"reulbed01",38.1,0
"reuscri01",68.1,3
"reussje01",32.9,2
"reyesal01",5.9,0
"reyesca01",3.9,0
"reyesde01",5.9,0
"reynoal01",25.7,6
"reynoar02",12.3,0
"reynosh01",18,1
"rhemfl01",5.6,0
"rhodear01",15.2,1
"rhoderi01",30.1,2
"richacl01",1.2,0
"richaga01",8.5,0
"richajr01",NA,NA
"richepe01",13.2,2
"richile01",14.6,0
"riddlel01",11.9,1
"ridzist01",4.7,0
"righeda01",21.3,2
"rijojo01",35,1
"rincoju01",4.7,0
"rincori01",7.3,0
"ringji01",17.8,0
"riskeda01",7.4,0
"riverma01",56.3,13
"rixeyep01",57.4,0
"roarkta01",18.2,0
"roberda05",22.2,0
"roberda08",18.3,1
"roberna01",4.4,0
"roberro01",83,7
"robindo01",12.9,0
"robinje01",3.1,0
"robinro01",8.4,0
"robleha01",2.5,0
"rodnefe01",7.4,3
"rodrife01",8.3,0
"rodrifr03",24.2,6
"rodriri02",5.1,0
"rodriwa01",14,0
"roebued01",6.9,0
"roech01",1.2,0
"roepr01",34.6,5
"rogerke01",50.5,4
"rogerst01",45.1,5
"rogovsa01",7,0
"rojasme01",6.6,0
"rolanji01",4.2,0
"romerjc01",NA,NA
"rommeed01",50.3,0
"romose01",10.1,1
"romovi01",9,0
"rookeji01",17.1,0
"rootch01",37.5,0
"rosentr01",5.8,1
"rossbu02",3.3,0
"rosscza01",-0.6,0
"rossga01",3,0
"rossty01",6.3,1
"rowesc01",34.3,3
"rozemda01",15.7,0
"ruckena01",47.1,0
"rudoldi01",21.2,0
"rueteki01",16,0
"ruethdu01",23.4,0
"ruffibr01",9.8,0
"ruffire01",55.4,6
"ruhleve01",12,0
"ruschgl01",5.4,0
"rushbo01",36.5,2
"rusieam01",65.2,0
"russeal01",9,0
"russeja01",18,1
"russeje01",14.8,2
"ruthba01",20.4,2
"ruthvdi01",17.4,2
"ryanbj01",NA,NA
"ryanno01",83.6,8
"ryanro01",1.5,0
"rybami01",5.5,0
"rzepcma01",3,0
"sabatcc01",NA,NA
"saberbr01",58.9,3
"sadecra01",16.5,0
"sainjo01",24.8,3
"salasfe01",2.2,0
"salech01",45.6,7
"sallesl01",35,0
"samarje01",15.2,1
"sambijo01",8.4,1
"sanchaa01",8.3,1
"sanchan01",30,0
"sandeke01",11.2,0
"sandesc01",29.4,1
"sanfoja02",17.8,1
"santaer01",27.1,2
"santajo01",NA,NA
"santihe01",8.9,1
"saundjo01",8.5,1
"scanlbo01",0.8,0
"scarbra01",10.2,1
"schatda01",7.4,0
"scheica01",0.2,0
"scherma01",70.7,8
"schilcu01",80.5,6
"schmida01",8.8,0
"schmija01",31.7,3
"schmijo01",24.6,2
"schoesc01",2.8,0
"schoupe01",5.9,0
"schumha02",26.9,2
"schupfe01",5.5,0
"scottja01",11.7,0
"scottmi03",24,3
"scottti01",2.1,0
"seaneru01",3.3,0
"seaveto01",106,12
"seguidi01",12,0
"seleaa01",20,2
"selmadi01",9.6,0
"servisc01",0.8,0
"sewelri01",25.1,4
"shantbo01",32.1,3
"shautjo01",14.4,0
"shawbo01",19.1,1
"shawbr01",4.6,0
"shawje01",13.9,2
"shawkbo01",46.4,0
"sheetbe01",26.1,4
"shellji01",1.1,0
"sherdbi01",27.7,0
"sherrge01",5.1,1
"sherrla01",5.6,0
"shielja02",30.4,1
"shielsc01",12.2,0
"shirlbo01",10.1,0
"shockur01",54.7,0
"shortch02",31.4,2
"shouncl01",8.1,0
"shousbr01",5.2,0
"shower01",15.1,0
"shrevch01",3.3,0
"shueypa01",6.8,0
"siebeso01",29.3,2
"simmocu01",42.6,3
"singebi01",19.4,2
"sippto01",4.9,0
"slatoji01",17.5,1
"slocuhe01",5.6,1
"smallaa01",1.6,0
"smilejo01",19.8,2
"smithal03",6,1
"smithbo02",23.7,0
"smithbr01",16.5,0
"smithch02",9.7,0
"smithda02",11.9,2
"smithed04",16.7,2
"smithfr03",17.1,0
"smithge02",5,0
"smithjo05",12.9,0
"smithle02",29.3,7
"smithpe02",5.2,0
"smithph01",5.1,0
"smithsh01",24.5,0
"smithwi04",6,1
"smithza01",20.7,0
"smoltjo01",66.4,8
"smylydr01",12.6,0
"solomed01",6.1,0
"sorenla01",13.6,1
"soriajo01",18.6,2
"soriara01",13.9,1
"sorrevi01",20.3,0
"sosael01",9.4,0
"sosajo02",2.6,0
"sothoal01",13.7,0
"sotoma01",26.8,3
"spahnwa01",92.5,17
"sparkst01",10.4,0
"sparktu01",24.3,0
"speieju01",7.7,0
"spillda01",9.3,0
"splitpa01",22.4,0
"spraged01",-1,0
"sprinja01",0.4,0
"sprinru01",3.1,0
"stalege01",21.5,4
"stammcr01",9.2,0
"stangle01",11,0
"stanhdo01",5.1,1
"stanlbo01",23.9,2
"stantmi02",13.8,1
"staufti01",3.6,0
"stclara01",NA,NA
"stewada01",26.1,1
"stewale01",24.4,0
"stewasa01",10,0
"stiebda01",56.5,7
"stiveja01",40.3,0
"stobbch01",14.2,0
"stockwe01",5.8,0
"stoddti01",4.6,0
"stonede01",1.1,1
"stonest01",18.6,1
"stottme01",40.7,5
"stottto01",21,0
"strasst01",30.9,3
"stratsc01",12.6,0
"streehu01",14.5,2
"strichu01",5,0
"strinni01",6.5,0
"stroppe01",8.9,0
"stulter01",2.1,0
"sturdto01",10.3,0
"sturtta01",4.7,0
"sudhowi01",13.4,0
"sullifr01",22.9,2
"sullimi02",0.5,0
"sullisc01",6.9,0
"sundrst01",4.5,0
"suppaje01",15.7,0
"surkoma01",8,0
"sutclri01",31.2,3
"suttebr01",24.5,6
"suttodo01",68.3,4
"swancr01",12.7,0
"swarzan01",4.9,0
"swiftbi01",19.3,0
"swiftbi02",18.9,0
"swindgr01",30.2,1
"talbofr01",1.4,0
"tallebr01",0.4,0
"tananfr01",57.1,3
"tanneje01",40.4,0
"tapanke01",29.2,0
"tavarju01",4.9,0
"taylodu01",15.1,0
"tayloja02",31.5,0
"tayloro01",5.3,0
"tazawju01",2.2,0
"teherju01",19.4,2
"tekulke01",26.1,1
"telemam01",-0.8,0
"terrewa01",10.9,0
"terryad01",29.6,0
"terryra01",13.2,2
"tewksbo01",21.3,1
"thatcjo01",2.6,0
"thigpbo01",7.8,1
"thomato02",25.8,0
"thomsjo01",11.6,0
"thornma01",13.5,1
"thornty01",3.9,0
"thurssl01",12,0
"tiantlu01",65.6,3
"tidrodi01",14.3,0
"tiefebo01",1.4,0
"tillmch01",8.8,1
"timlimi01",19.1,0
"tobinji01",19.3,1
"tomkobr01",10.9,0
"tomlida01",-1.2,0
"tomlijo01",5.2,0
"toneyfr01",28.4,0
"torreca01",4,0
"torremi01",23.8,0
"torresa01",5.9,0
"trachst01",24.8,1
"treinbl01",10.9,1
"trombmi01",9.1,0
"troutdi01",45.2,2
"troutst01",13.2,0
"truckvi01",42.3,2
"tsitojo01",2.2,0
"tudorjo01",34.1,0
"turlebo01",14,3
"turneja01",-2.5,0
"turneji01",10.3,1
"twitcwa01",3.3,1
"tylerle01",22.2,0
"ueharko01",13.5,1
"uhlege01",45.1,0
"underto01",10.8,0
"upshace01",7.2,0
"urbinug01",13.3,2
"valdeis01",24.5,0
"valenfe01",37.4,6
"valvejo01",11.4,3
"vanceda01",62.9,0
"vandejo01",26.7,4
"vangiel01",13.2,0
"vanpoto01",-0.4,0
"vargacl01",4.1,0
"vargaja01",16.8,1
"vaughhi01",47.1,0
"vazquja01",43.4,1
"vealebo01",24.7,2
"verasjo01",3.8,0
"veresda01",12.7,0
"verlaju01",78.1,9
"villaca01",6.9,0
"villoro01",4.3,0
"vinceni01",6,0
"violafr01",47.1,3
"vizcalu01",5,0
"vogelry01",0.6,1
"voisebi01",12.3,1
"volqued01",7,1
"vosbeed01",1.9,0
"vuckope01",16.7,0
"wachami01",11.3,1
"wadderu01",60.9,0
"wadeja01",1.1,0
"wagnebi02",27.8,7
"wainwad01",42.4,3
"waitsri01",14.4,0
"wakefti01",34.5,1
"walberu01",38.9,0
"walkbo01",5.6,1
"walkebi01",18.1,1
"walkeja01",4,0
"walketa01",9.8,1
"walshed01",63.8,0
"waltebu01",46.5,6
"warddu01",10.2,1
"warnelo01",42.1,5
"warread01",6.7,0
"wasdijo01",3.4,0
"washbja01",27.7,0
"washbra01",8.9,0
"watsoal01",1.1,0
"watsomu01",1.6,0
"watsoto01",13.1,1
"watted01",6.9,0
"weathda01",10.9,0
"weaveje01",14.2,0
"weaveje02",34.9,3
"weaveji01",7.6,0
"weberry01",1.2,0
"wegmabi01",17.8,0
"wehmehe01",6.4,0
"weilabo01",12.8,0
"welchbo01",43.4,2
"welchjo01",6.9,0
"welchmi01",63.1,0
"welleto01",-0.4,0
"wellsbo01",3.6,0
"wellsda01",53.6,3
"wellsed01",6.8,0
"wellski01",7.1,0
"wendetu01",5.8,0
"westbja01",12.8,1
"westda01",2.6,0
"wettejo01",19.1,3
"weyhigu01",47.7,0
"wheelda01",7.8,0
"whitedo01",43.8,0
"whiteea01",36.1,0
"whitega01",6.4,0
"whiteha01",10.9,0
"whitema02",0.7,0
"whiteri01",2.7,0
"whitewi01",39.5,0
"whitnji01",47.5,0
"whitsed01",22.7,1
"wickeda01",9.9,0
"wickmbo01",16.9,2
"wiedmst01",22.7,0
"wightbi01",13.6,0
"wilcomi01",13,0
"wilheho01",49.7,8
"wilkste01",17.2,0
"willeed01",11.4,0
"willibr01",-4.3,0
"willica01",1.8,0
"willido03",15.4,2
"willije02",-1.2,0
"willimi02",7.2,1
"willimi03",3.6,2
"willisc01",8.7,1
"willist02",23.8,2
"willivi01",67,0
"williwo02",27.6,1
"wilsocj01",17.3,2
"wilsoea01",20.4,0
"wilsoja01",11.8,0
"wilsoji02",11.2,3
"wilsoju10",7.4,0
"wiltsho01",27.9,0
"wiseri01",31.9,2
"wislema01",1.9,0
"witasja01",3,0
"wittbo01",14.7,0
"wittmi01",21.6,2
"wohlema01",3.8,1
"wolfra02",19.5,1
"woodal02",13.9,1
"woodeha01",10.7,1
"woodjo02",29.6,0
"woodke02",26.8,2
"woodwi01",52.2,3
"worreti01",9,0
"worreto01",11.1,3
"worthal01",17.2,0
"wrighcl01",11.4,1
"wrighja01",10.2,0
"wrighja02",4.6,0
"wrighwe01",2.1,0
"wyattjo02",10.8,1
"wyattwh01",22.1,4
"wynnea01",51.5,9
"yanes01",0.7,0
"youngch03",16.9,1
"youngcu01",4.2,0
"youngcy01",165.6,0
"youngma01",7.3,1
"zachato01",37.5,0
"zachrpa01",11.8,1
"zahnge01",20.5,0
"zambrca01",38.3,3
"zieglbr01",13.3,0
"zimmejo02",21.4,2
"zitoba01",33.1,3
"zoldasa01",10.9,0
"zuberbi01",2,0
"zuverge01",7.2,0
