"","playerID","seasons"
"385","durenry01",13
"386","dwyerfr01",14
"387","dysonsa01",11
"388","earnsge01",11
"389","easteja01",14
"390","eastwra01",10
"391","eatonad01",11
"392","eckerde01",25
"393","edwarca01",10
"394","ehmkeho01",16
"395","ehretre01",11
"396","eichhma01",12
"397","eilanda01",10
"398","eischjo01",11
"399","elartsc01",12
"400","eldreca01",14
"401","ellioju01",11
"402","ellisdo01",16
"403","ellswdi01",15
"404","elstodo01",10
"405","embreal01",20
"406","eovalna01",13
"407","erickpa01",10
"408","ericksc01",17
"409","erskica01",12
"410","escobke01",12
"411","esperdu01",13
"412","estessh01",14
"413","estrama01",12
"414","evelada01",12
"415","ewingbo01",11
"416","eyresc01",15
"417","faberre01",20
"418","facero01",17
"419","falcope01",10
"420","falkecy01",14
"421","familje01",13
"422","farmeed01",14
"423","farnsky01",21
"424","farretu01",16
"425","farrst01",12
"426","fasseje01",19
"427","feldmsc01",15
"428","felizmi01",11
"429","felizne01",13
"430","fellebo01",18
"431","fergual01",13
"432","fernaal01",10
"433","fernasi01",16
"434","ferrewe01",17
"435","ferrito01",12
"436","fettemi01",19
"437","fienca01",10
"438","fiersmi01",13
"439","figuene01",10
"440","fingero01",17
"441","finlech01",18
"442","fischbi01",13
"443","fischca01",10
"444","fisheed02",18
"445","fisheja01",11
"446","fishera01",10
"447","fistedo01",11
"448","fitzmal01",11
"449","fitzsfr01",20
"450","flahepa02",10
"451","flanami01",19
"452","florera01",10
"453","floribr01",10
"454","floydga01",13
"455","fontwi01",10
"456","fordwh01",16
"457","foremfr01",14
"458","fornimi01",15
"459","forscbo01",17
"460","forscke01",16
"461","forstte01",16
"462","fossato01",14
"463","fosteal01",10
"464","foulkke01",12
"465","foutzda01",11
"466","fowledi01",10
"467","foxch02",11
"468","foytapa01",12
"469","francfr01",10
"470","francje01",13
"471","francjo01",21
"472","frankfr02",14
"473","frankry01",13
"474","frasech01",15
"475","frasoja01",15
"476","frazige01",12
"477","freemma02",12
"478","frencla01",15
"479","freyst01",10
"480","frienbo01",17
"481","frierer01",10
"482","friseda01",11
"483","frommar01",11
"484","frymawo01",20
"485","fuentbr01",14
"486","gagneer01",11
"487","galehde01",16
"488","gallayo01",13
"489","gallibe01",10
"490","galvipu01",17
"491","garbege01",22
"492","garceri01",11
"493","garcifr02",17
"494","garcija01",15
"495","garcija02",13
"496","garcilu03",10
"497","garcimi01",14
"498","gardnma01",13
"499","gardnro01",10
"500","garlajo01",14
"501","garmami01",10
"502","garresc01",10
"503","garvene01",15
"504","garzama01",13
"505","gastomi01",11
"506","gaudich01",14
"507","gausmke01",12
"508","gearrco01",12
"509","genewjo01",10
"510","germaju01",10
"511","getzich01",10
"512","gibbojo01",15
"513","gibsobo01",17
"514","gibsoky01",11
"515","giustda01",16
"516","givenmy01",11
"517","gladdfr01",13
"518","glavito02",22
"519","gleatje01",12
"520","glovega01",10
"521","glynned01",10
"522","goltzda01",13
"523","gomezje01",10
"524","gomezle01",14
"525","gomezru01",11
"526","gonzaed01",11
"527","gonzagi01",14
"528","gonzami02",12
"529","goodedw01",18
"530","gordoto01",22
"531","gorzeto01",13
"532","gossari01",23
"533","gottji01",15
"534","grabojo02",10
"535","grangwa01",10
"536","grantma01",11
"537","grantmu01",18
"538","graveda01",13
"539","graydo02",10
"540","grayso01",11
"541","grayte01",12
"542","greensh02",12
"543","gregelu01",11
"544","greggke01",13
"545","greinza01",21
"546","griffcl01",21
"547","griffto02",15
"548","grillja01",20
"549","grimbo01",11
"550","grimebu01",23
"551","grimmju01",11
"552","grimsja01",16
"553","grimsro02",12
"554","grissle01",10
"555","grissma01",11
"556","gromest01",18
"557","groombo01",10
"558","groombu01",16
"559","grosske01",15
"560","grovele01",17
"561","groveor01",10
"562","guantce01",10
"563","guarded01",19
"564","gubicma01",14
"565","guerrja01",12
"566","guerrma02",12
"567","guettle01",12
"568","guidrro01",14
"569","gullibi01",15
"570","gumbead01",10
"571","gumbeha01",18
"572","gumpera01",12
"573","gundeer01",11
"574","gurala01",17
"575","guthrje01",14
"576","guthrma01",19
"577","guzmaju01",12
"578","haasmo01",12
"579","habyajo01",13
"580","hackewa02",13
"581","haddiha01",15
"582","hadlebu01",18
"583","haefnmi01",10
"584","haineje01",19
"585","halamjo01",10
"586","haleda02",11
"587","hallabi01",13
"588","hallaro01",16
"589","halldi01",16
"590","hallto01",12
"591","hamelco01",17
"592","hamilda01",11
"593","hamilea01",16
"594","hamilja01",10
"595","hamiljo02",11
"596","hamilst01",14
"597","hammaat01",13
"598","hammeja01",14
"599","hammoch01",14
"600","hamptmi01",16
"601","handbr01",15
"602","handsbi01",12
"603","haneych01",13
"604","hannaji01",11
"605","hansoer01",11
"606","happja01",20
"607","haranaa01",16
"608","hardeme01",20
"609","harderi01",10
"610","harenda01",15
"611","hargast01",14
"612","harnipe01",15
"613","harpeha01",10
"614","harrige01",11
"615","harrigr01",18
"616","harrimi01",11
"617","harrisl01",10
"618","harriwi02",10
"619","harshja01",10
"620","harvema01",10
"621","hasslan01",18
"622","havenbr01",10
"623","hawkian01",11
"624","hawkila01",24
"625","hawlepi01",10
"626","hayneji01",10
"627","haynejo01",14
"628","healyjo01",10
"629","heanean01",10
"630","hearnji01",14
"631","heatone01",14
"632","heimafr01",14
"633","heintke01",14
"634","hellije01",11
"635","helliri01",15
"636","hembrhe01",13
"637","hemmige01",11
"638","hendrcl01",10
"639","hendrli01",13
"640","hendrma01",11
"641","henketo01",14
"642","hennemi01",11
"643","henrybi01",18
"644","henrydo01",12
"645","henrydw01",12
"646","hentgpa01",14
"647","herbera01",15
"648","herbero01",10
"649","heredfe01",12
"650","heredgi01",11
"651","hergema01",14
"652","hermadu01",13
"653","hernada01",11
"654","hernafe02",15
"655","hernali01",22
"656","hernaor01",10
"657","hernara01",11
"658","hernaro01",20
"659","hernawi01",14
"660","hernaxa01",11
"661","herreke01",11
"662","herriar01",11
"663","hershor01",18
"664","heskejo01",13
"665","hessot01",10
"666","hevinjo02",14
"667","higbeki01",15
"668","hildeor01",10
"669","hillca01",11
"670","hillejo01",15
"671","hillke01",17
"672","hillri01",21
"673","hitchst01",15
"674","hoeftbi01",18
"675","hoernjo01",16
"676","hoffmtr01",19
"677","hogsech01",12
"678","hollaal01",12
"679","hollade01",14
"680","hollagr01",13
"681","hollial01",14
"682","holloke01",10
"683","holmeda01",16
"684","holtzke01",17
"685","honeyri01",24
"686","hooddo01",11
"687","hootobu01",16
"688","horlejo01",12
"689","houghch01",26
"690","houttar01",14
"691","howelha01",13
"692","howelja01",15
"693","howeljp01",12
"694","howest01",13
"695","howrybo01",15
"696","hoytwa01",25
"697","hraboal01",13
"698","hubbeca01",16
"699","hudliwi01",19
"700","hudsoda01",16
"701","hudsosi01",13
"702","hudsoti01",17
"703","huffda01",10
"704","hugheja02",11
"705","hugheph01",13
"706","hugheto01",15
"707","huismma01",11
"708","humeto01",12
"709","humphbo01",10
"710","hunteca01",15
"711","hunteto02",18
"712","hurstbr01",16
"713","hutchfr01",10
"714","isrinja01",17
"715","jacksal01",11
"716","jacksda02",17
"717","jacksed01",23
"718","jacksgr01",21
"719","jacksla01",15
"720","jacksmi02",17
"721","jacksro03",10
"722","jacobel01",11
"723","jamesbi01",11
"724","jamesbo01",10
"725","janseke01",13
"726","jarvike01",16
"727","jayjo01",14
"728","jeffcmi01",11
"729","jeffeje01",11
"730","jeffrje01",14
"731","jenkife01",20
"732","jepseke01",12
"733","jimenub01",13
"734","johnsha01",12
"735","johnsja02",13
"736","johnsje01",11
"737","johnsji04",15
"738","johnsjo07",10
"739","johnske02",17
"740","johnsra05",24
"741","johnssi01",19
"742","johnssy01",20
"743","johnswa01",21
"744","johnto01",28
"745","jonesba01",10
"746","jonesbo03",10
"747","jonesdo01",18
"748","jonesgo01",11
"749","jonesna01",11
"750","jonesra01",10
"751","jonessa01",22
"752","jonessa02",12
"753","jonesto02",19
"754","judenje01",11
"755","juliojo01",12
"756","kaatji01",28
"757","kamiesc01",11
"758","karsast01",13
"759","kaufmto01",13
"760","kazmisc01",15
"761","keefeti01",15
"762","kekicmi01",10
"763","kellesh01",12
"764","kellnal01",13
"765","kellyjo05",12
"766","kemmeru01",12
"767","kendrky01",10
"768","kennebr01",12
"769","kenneia01",18
"770","kennejo04",10
"771","kenneve01",16
"772","kensilo01",10
"773","keougma02",11
"774","kernji01",15
"775","kershcl01",15
"776","keuchda01",13
"777","keyji01",15
"778","kileda01",12
"779","killefr01",12
"780","kilroma01",10
"781","kimbrcr01",14
"782","kimby01",13
"783","kindeel01",13
"784","kingra01",11
"785","kingsi01",11
"786","kintzbr01",14
"787","kisonbr01",15
"788","kitsofr01",11
"789","klinero01",20
"790","klinest02",12
"791","klippjo01",20
"792","klubeco01",12
"793","kneppbo01",16
"794","knottja01",12
"795","knowlda01",17
"796","kolpra01",12
"797","konstji01",13
"798","kontoge01",11
"799","kooncca01",12
"800","koosmje01",20
"801","kosloda01",13
"802","koufasa01",12
"803","kralija01",10
"804","krameja01",13
"805","krausle02",12
"806","kremera01",10
"807","kretllo01",12
"808","kruegbi01",17
"809","krukomi01",14
"810","kuzavbo01",15
"811","labincl01",15
"812","lackejo01",16
"813","lacorfr01",11
"814","lacosmi01",14
"815","laffeaa01",10
"816","lagrole01",11
"817","lamabja01",10
"818","lampde01",16
"819","langfri01",11
"820","langsma01",17
"821","laniema01",15
"822","lannijo01",11
"823","lapoida01",15
"824","larocda01",15
"825","larsedo01",17
"826","laryfr01",15
"827","latmaba01",11
"828","latosma01",12
"829","lavelga01",14
"830","lawsoro01",10
"831","lawve01",16
"832","leachte01",12
"833","leagubr01",12
"834","leakemi01",13
"835","learyti01",15
"836","leblawa01",18
"837","ledezwi01",12
"838","leebi02",16
"839","leebi03",14
"840","leecl02",15
"841","leedo01",12
"842","leeth01",16
"843","leevesa01",13
"844","leffecr01",14
"845","leibrch01",14
"846","leifile01",13
"847","leipeda01",11
"848","leiteal01",21
"849","leitema01",12
"850","lemasde01",11
"851","lemonbo01",13
"852","leonade01",12
"853","leonadu01",11
"854","leonadu02",20
"855","leonedo01",10
"856","lerchra01",13
"857","leskacu01",13
"858","lestejo01",18
"859","levinal01",11
"860","lewisco01",11
"861","lidgebr01",11
"862","lidleco01",11
"863","liebejo01",14
"864","lillyte01",17
"865","limajo01",14
"866","linceti01",10
"867","lindbpa01",16
"868","lindsji01",10
"869","linebsc01",15
"870","linzyfr01",12
"871","liriafr01",17
"872","littldi01",13
"873","lloydgr01",13
"874","loaizes01",19
"875","lockebo01",10
"876","lockebo02",12
"877","lockwsk01",12
"878","loeka01",11
"879","loesbi01",12
"880","loganbo02",13
"881","lohrmbi01",12
"882","lohseky01",18
"883","lolicmi01",16
"884","lonboji01",15
"885","loopebr01",12
"886","lopated01",13
"887","lopezal02",12
"888","lopezau01",11
"889","lopezja02",16
"890","lopezjo02",10
"891","lopezro01",11
"892","loupaa01",12
"893","lowdegr01",12
"894","lowede01",19
"895","lowema01",13
"896","lowntu01",13
"897","lucasre01",15
"898","luquedo01",20
"899","lylesjo01",15
"900","lylesp01",18
"901","lynnla01",12
"902","lyonbr01",13
"903","lyonste01",21
"904","macdomi01",14
"905","macfada01",19
"906","maddugr01",25
"907","maddumi01",17
"908","madsory01",15
"909","maglisa01",14
"910","magnami01",12
"911","mahayro01",17
"912","mahlemi01",10
"913","mahleri01",14
"914","maholpa01",11
"915","mahompa01",12
"916","malonji01",12
"917","malonpa02",10
"918","mamaual01",12
"919","mantema01",11
"920","manzajo01",13
"921","marbefi01",15
"922","maricju01",16
"923","marmoca01",10
"924","marquja01",17
"925","marquru01",19
"926","marshmi01",17
"927","marteda01",12
"928","martide01",24
"929","martimo01",13
"930","martipe02",18
"931","martira02",14
"932","martiti01",15
"933","martito02",12
"934","masonro01",11
"935","masseni01",10
"936","masteju01",10
"937","mastewa02",16
"938","mathebo01",16
"939","mathech01",18
"940","mathetj01",10
"941","matlajo01",13
"942","maulal01",16
"943","mayerer01",10
"944","mayja01",14
"945","mayru01",18
"946","maysca01",16
"947","mcbeaal01",12
"948","mccarbr01",14
"949","mccaski01",12
"950","mcclubo01",22
"951","mccorji01",12
"952","mccormi03",17
"953","mcdanli01",22
"954","mcdermi03",13
"955","mcdowja01",12
"956","mcdowro01",14
"957","mcdowsa01",16
"958","mcelrch01",17
"959","mcfartj01",10
"960","mcgafan01",13
"961","mcgeeja01",15
"962","mcginjo01",11
"963","mcgloji01",10
"964","mcgloly01",13
"965","mcgowdu01",10
"966","mcgrabo01",11
"967","mcgratu01",19
"968","mcgresc01",13
"969","mchugco01",11
"970","mclaide01",11
"971","mclisca01",15
"972","mcmahdo02",23
"973","mcmahsa01",10
"974","mcmicgr01",11
"975","mcnalda01",14
"976","mcquige01",11
"977","mcquihu01",12
"978","mcwilla01",15
"979","meadobr01",10
"980","meadole01",17
"981","mechegi01",10
"982","mecirji01",12
"983","medicdo01",14
"984","meekijo01",12
"985","melanma01",17
"986","mendora01",10
"987","menefjo01",10
"988","merckke01",21
"989","merriji01",11
"990","mesajo01",22
"991","messean01",12
"992","meyerru01",14
"993","micelda01",18
"994","mikkepe01",11
"995","mileywa01",13
"996","millean01",18
"997","millebo02",10
"998","millebo04",23
"999","millesh01",11
"1000","millest01",17
"1001","milletr02",16
"1002","millsal01",13
"1003","millwke01",16
"1004","milnaal01",10
"1005","milonto01",15
"1006","miltoer01",11
"1007","mingost01",11
"1008","minnepa01",10
"1009","minormi01",12
"1010","mintogr01",17
"1011","mirabpa01",13
"1012","mitchcl01",20
"1013","mitchwi01",12
"1014","mizelvi01",11
"1015","mlickda01",13
"1016","moehlbr01",15
"1017","moffira01",12
"1018","mogrige01",16
"1019","mohlemi01",10
"1020","monbobi01",13
"1021","mongesi01",13
"1022","montejo01",14
"1023","monteri01",10
"1024","montgje01",13
"1025","mooredo01",13
"1026","mooreea01",16
"1027","moorema02",12
"1028","mooremi01",14
"1029","moorera02",12
"1030","moosebo01",10
"1031","moralfr01",11
"1032","morgacy01",12
"1033","morgami01",25
"1034","morgato01",13
"1035","morrija02",18
"1036","morrijo04",10
"1037","morrima01",12
"1038","morrobr01",12
"1039","mortoch02",15
"1040","mortogu01",11
"1041","mossido01",12
"1042","motagu01",16
"1043","moyerja01",27
"1044","moylape01",12
"1045","mujiced01",13
"1046","mulhote01",26
"1047","mullato01",15
"1048","mullige01",15
"1049","muncrbo01",13
"1050","mungere01",11
"1051","mungova01",14
"1052","munozmi01",13
"1053","murphjo04",13
"1054","murphro01",13
"1055","murphto02",15
"1056","murrada01",15
"1057","mussimi01",18
"1058","myersbr01",13
"1059","myersmi01",16
"1060","myersra01",15
"1061","nagych01",14
"1062","nathajo01",17
"1063","navarja01",13
"1064","neaglde01",15
"1065","nehfar01",18
"1066","nelsoge01",14
"1067","nelsoje01",16
"1068","nenro01",11
"1069","neshepa01",14
"1070","newcodo01",12
"1071","newhoha01",17
"1072","newsobo01",29
"1073","nicasju01",12
"1074","nichoki01",16
"1075","niedeto01",11
"1076","niekrjo01",25
"1077","niekrph01",26
"1078","niesejo01",10
"1079","niggejo01",11
"1080","nitkocj01",13
"1081","nolanga01",11
"1082","nolasri01",14
"1083","nolesdi01",13
"1084","nomohi01",13
"1085","normafr01",19
"1086","norribu01",13
"1087","norrida01",12
"1088","norrimi01",10
"1089","nottedo01",10
"1090","novaiv01",12
"1091","nunezed01",15
"1092","nunezvl01",10
"1093","nuxhajo01",17
"1094","odayda01",16
"1095","odellbi01",14
"1096","odombl01",15
"1097","odonojo01",10
"1098","odorija01",12
"1099","oeschjo01",15
"1100","oflaher01",13
"1101","ohkato01",12
"1102","ohlenro01",10
"1103","ohmanwi01",11
"1104","ojedabo01",15
"1105","olivaom01",15
"1106","oliveda02",22
"1107","olsongr01",17
"1108","ontivst02",10
"1109","oroscje01",26
"1110","ortegph01",10
"1111","orthal01",16
"1112","ortizra01",13
"1113","ortizru01",13
"1114","osteecl01",20
"1115","osterfr01",17
"1116","osunaan01",11
"1117","oswalro01",14
"1118","otoolji01",10
"1119","ottavad01",12
"1120","overmst01",11
"1121","owchibo01",10
"1122","owensji01",12
"1123","padilvi01",16
"1124","paintla01",11
"1125","palldo01",12
"1126","palmeda01",10
"1127","palmeji01",19
"1128","papeljo01",13
"1129","pappami01",19
"1130","parkch01",19
"1131","parkebl01",11
"1132","parmero01",10
"1133","parneme01",10
"1134","parreje01",12
"1135","pascuca02",19
"1136","passecl01",14
"1137","pattebo01",13
"1138","pattima01",13
"1139","pavanca01",16
"1140","peacobr01",10
"1141","pearsmo01",10
"1142","peavyja01",18
"1143","pelfrmi01",12
"1144","peltyba01",11
"1145","penaal01",18
"1146","penaor01",18
"1147","pennohe01",23
"1148","pennybr01",16
"1149","peraljo01",13
"1150","peralwi01",10
"1151","percitr01",14
"1152","perezma02",11
"1153","perezod01",11
"1154","perezol01",23
"1155","perezpa01",11
"1156","perkigl01",12
"1157","perraro01",15
"1158","perripo01",11
"1159","perryga01",25
"1160","perryji01",19
"1161","persoro01",10
"1162","peterfr01",13
"1163","peterga01",14
"1164","petityu01",14
"1165","petryda01",15
"1166","pettian01",18
"1167","pfeffje01",15
"1168","phelpda01",13
"1169","phillde01",13
"1170","pichahi01",10
"1171","piercbi02",18
"1172","pineijo01",13
"1173","pipgrge01",12
"1174","pizarju01",22
"1175","planked01",17
"1176","plesada01",20
"1177","plunker01",16
"1178","podbibu01",10
"1179","podrejo01",16
"1180","politcl01",10
"1181","polleho01",17
"1182","pomerdr01",13
"1183","ponsosi01",15
"1184","pooleji02",16
"1185","porceri01",12
"1186","portebo01",16
"1187","portuma01",16
"1188","pottene01",15
"1189","powelja01",17
"1190","powelja04",13
"1191","powerte01",15
"1192","pressry01",11
"1193","priceda01",16
"1194","pricejo02",12
"1195","priddbo01",11
"1196","purcebl01",10
"1197","purkebo01",13
"1198","putzjj01",12
"1199","quallch01",17
"1200","quantpa01",17
"1201","quinnja01",24
"1202","quintjo01",14
"1203","quiseda01",13
"1204","radatdi01",10
"1205","radboch01",11
"1206","radinsc01",11
"1207","radkebr01",12
"1208","raffeke01",16
"1209","raganpa01",15
"1210","ramirer02",12
"1211","ramirne01",10
"1212","ramirno01",10
"1213","ramirra02",10
"1214","ramosaj01",10
"1215","ramospe01",17
"1216","rapppa01",11
"1217","raschvi01",11
"1218","rasmude01",15
"1219","rasmuer01",10
"1220","rauchjo01",14
"1221","rawlesh01",13
"1222","raymocl01",14
"1223","rayro02",10
"1224","reardje01",18
"1225","redmama01",12
"1226","reedad01",10
"1227","reedho01",11
"1228","reedje01",11
"1229","reedri01",17
"1230","reedro01",20
"1231","reedst01",17
"1232","reganph01",15
"1233","remlimi01",16
"1234","renkost01",17
"1235","reulbed01",14
"1236","reuscri01",21
"1237","reussje01",25
"1238","reyesal01",15
"1239","reyesca01",10
"1240","reyesde01",18
"1241","reynoal01",13
"1242","reynoar02",12
"1243","reynosh01",13
"1244","rhemfl01",14
"1245","rhodear01",22
"1246","rhoderi01",16
"1247","richacl01",13
"1248","richaga01",12
"1249","richajr01",10
"1250","richepe01",15
"1251","richile01",10
"1252","riddlel01",10
"1253","ridzist01",13
"1254","righeda01",17
"1255","rijojo01",14
"1256","rincoju01",12
"1257","rincori01",12
"1258","ringji01",12
"1259","riskeda01",12
"1260","riverma01",19
"1261","rixeyep01",21
"1262","roarkta01",10
"1263","roberda05",16
"1264","roberda08",16
"1265","roberna01",10
"1266","roberro01",21
"1267","robindo01",17
"1268","robinje01",10
"1269","robinro01",10
"1270","robleha01",10
